Base License Number,Base Name,DBA,Year,Month,Month Name,Date,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles,,
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2018,11,November,November-2018,2071,0,44,,
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,,2020,11,November,November-2020,2025,0,15,,
B02661,MIC-LOU CAR SERVICES_LLC,LULU CAR SERVICES,2015,9,September,September-2015,2263,0,5,,
B03193,"EXPERT CARE TRANSPORTATION, INC.",EXPERT TRANSPORTATION,2020,10,October,October-2020,339,0,4,,
B00827,"CASTLE CAR SERVICE, INC",,2020,5,May,May-2020,181,0,2,,
B03016,BEST DEAL BLACK INC.,,2022,2,February,February-2022,31220,0,177,,
B02899,NEW BLACK LUXURY CARS CORP,,2021,12,December,December-2021,103,0,41,,
B01721,W.K. CAR & LIMO SERVICE INC,,2016,3,March,March-2016,7128,0,41,,
B02687,ECO RIDE INC.,ELECTRIC BLUE CAR SERVICE,2017,3,March,March-2017,1505,0,9,,
B00837,CAREY LIMO N Y INC,,2015,11,November,November-2015,12899,0,247,,
B02254,"FINESSE GROUP LIMOUSINE,INC.",,2021,3,March,March-2021,978,0,5,,
B00477,INTA-BORO ACRES INC,,2018,5,May,May-2018,9510,0,162,,
B00802,BELL CAR SVC INC,,2019,1,January,January-2019,5043,0,22,,
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2022,3,March,March-2022,884,0,4,,
UBER,UBER,UBER,2019,12,December,December-2019,16105602,1045262,71488,,
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2016,2,February,February-2016,136,0,7,,
B01644,MUSIC EXPRESS/N.Y. INC,,2020,6,June,June-2020,76,0,8,,
B01061,DAT RADIO DISP INC,,2017,4,April,April-2017,56938,0,229,,
B02148,MAVRIK TRANS INC.,,2018,6,June,June-2018,473,0,26,,
B00459,910 CAR SERVICE INC,,2021,10,October,October-2021,304,0,10,,
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2022,3,March,March-2022,358,0,6,,
B02107,APOLLO RADIO DISPATCH INC.,,2019,6,June,June-2019,9173,0,72,,
B01970,GRAFE STREET SERVICE CORP.,,2022,3,March,March-2022,150,0,5,,
B00987,MARLBORO CAR SERVICE INC.,,2021,5,May,May-2021,589,0,14,,
B03268,NEZA EXPRESS INC.,,2020,3,March,March-2020,420,0,3,,
B01606,LA MEXICANA EXPRESS INC.,,2016,9,September,September-2016,38599,0,145,,
B01537,S.I. SPEED INC.,,2020,3,March,March-2020,820,0,4,,
B00559,7 OCEAN EXPRESS INC.,,2019,1,January,January-2019,422,0,15,,
B02462,TIFFANY'S CAR SERVICE INC.,,2020,10,October,October-2020,141,0,6,,
B03201,NYDKB INC.,,2019,9,September,September-2019,1159,0,16,,
B02848,V R WORLDWIDE INC,,2018,2,February,February-2018,33,0,2,,
B03299,WHITE TOP CAR SVCE INC,,2021,7,July,July-2021,5464,0,23,,
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2015,7,July,July-2015,780,0,7,,
B00625,"CENTRAL CAR SERVICES,INC.",,2017,5,May,May-2017,6120,0,36,,
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2015,10,October,October-2015,14607,0,69,,
B02905,PUEBLA LUXURY CORP,,2016,11,November,November-2016,5804,0,72,,
B01527,NEW FAMILY RAD DISP INC,,2019,11,November,November-2019,2210,0,25,,
B02148,MAVRIK TRANS INC.,,2021,1,January,January-2021,68,0,11,,
B01051,B Q N C/S CORP,,2015,10,October,October-2015,39498,0,196,,
B01124,COOPERATIVA CLBNA DE CON INC,,2018,4,April,April-2018,3985,0,34,,
B02643,LORY CAR SERVICE CORP.,,2018,7,July,July-2018,503,0,8,,
B03076,CHARRITOS BLACK CAR INC,,2019,11,November,November-2019,245,0,1,,
B01280,BENSONHURST RIDE INC.,,2021,9,September,September-2021,1107,0,7,,
B02360,BRIDGES LIMOUSINE INC,EXCELLENT LIMOUSINE,2016,5,May,May-2016,425,0,6,,
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2017,5,May,May-2017,30,0,9,,
B00481,806 SERVICE LLC,18TH AVENUE PRIVATE CAR SERVICE INC,2016,10,October,October-2016,1798,0,9,,
B01338,3210 WEBSTER AV PRESTIGE C/S,,2021,2,February,February-2021,6070,0,49,,
B02016,PLANET LIMOUSINE LLC,,2017,1,January,January-2017,2848,0,58,,
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2017,9,September,September-2017,50963,0,707,,
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2020,11,November,November-2020,9,0,2,,
B00095,LIBERTY CAR SERVICE INC.,,2018,11,November,November-2018,2393,0,14,,
B03206,KIDMOTO TECHNOLOGIES LLC,,2020,6,June,June-2020,9,0,4,,
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2015,4,April,April-2015,877,0,46,,
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2019,11,November,November-2019,777,0,18,,
B02355,BWJ GROUP INC,,2018,8,August,August-2018,858,0,3,,
B02967,ABIEL TRANSPORTATION CORP,,2020,11,November,November-2020,221,0,3,,
B02809,NBT TRANSPORTATION INC,,2020,8,August,August-2020,424,0,5,,
B02794,ASAP LUXE INC,,2020,3,March,March-2020,15062,0,114,,
B01726,SUPER CLASS RADIO DISP INC,,2017,6,June,June-2017,17041,0,106,,
B03282,HOLY TRANSPORTATION CORP.,,2021,1,January,January-2021,121,0,21,,
B00965,BEN JEVO MGT. INC.,NEWPORT CAR SERVICE,2021,4,April,April-2021,8435,0,51,,
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2021,5,May,May-2021,421,0,5,,
B02987,7 WAYS TRANSPORTATION CORP.,,2021,9,September,September-2021,248,0,11,,
B02145,NEW 2020 CAR SERVICE INC,,2017,8,August,August-2017,1257,0,8,,
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2017,4,April,April-2017,350,0,13,,
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2019,10,October,October-2019,5549,0,25,,
b00984,P J CAR SVCE,,2015,9,September,September-2015,2542,0,9,,
B02217,PCS LIMOUSINE INC.,,2019,6,June,June-2019,387,0,10,,
B02148,MAVRIK TRANS INC.,,2016,1,January,January-2016,740,0,37,,
B01051,B Q N C/S CORP,,2020,4,April,April-2020,7363,0,34,,
B03033,FLEX EXPRESS CORP.,,2022,3,March,March-2022,3310,0,21,,
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2017,2,February,February-2017,360,0,13,,
B01913,MIRAGE LIMOUSINE SERVICE INC,,2019,2,February,February-2019,732,0,26,,
B01979,DREAMLAND CAR & LIMO.SVC INC.,,2015,8,August,August-2015,20,0,9,,
B03268,NEZA EXPRESS INC.,,2021,11,November,November-2021,723,0,4,,
B02553,"NEW JUBILEE CAR SERVICE, INC.",,2017,12,December,December-2017,3597,0,32,,
B01146,CHURCH AVE C/S INC,,2018,8,August,August-2018,7812,0,27,,
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,2020,9,September,September-2020,76,0,9,,
B03145,YERZ CAR INC.,,2021,8,August,August-2021,9,0,1,,
B00477,INTA-BORO ACRES INC,,2016,1,January,January-2016,11178,0,174,,
B01540,ROCKAWAY VIP SERVICE INC.,,2021,2,February,February-2021,2075,0,11,,
B02925,SIGNATURE BLACK CAR LLC,,2016,8,August,August-2016,4,0,3,,
B01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,2019,4,April,April-2019,51,0,5,,
B01057,NEW AMERICAN C/L SVC,,2017,11,November,November-2017,1307,0,10,,
B02219,ALL QUEENS CAR & LIMOUSINE INC.,CAR ON TIME,2019,9,September,September-2019,51,0,5,,
B01351,HADERECH CAR SERVICE INC,,2019,12,December,December-2019,176,0,2,,
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2015,10,October,October-2015,906,0,38,,
B01984,NY 88 EXPRESS CORP.,,2021,10,October,October-2021,9957,0,67,,
B03346,ASHER TRANSPORTATION INC,,2021,12,December,December-2021,1159,0,7,,
B03015,TRI-COUNTY BLACK CARS INC,,2020,4,April,April-2020,296,0,5,,
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2020,9,September,September-2020,2940,0,21,,
B01362,AMERICAN BASE NO.1 INC.,,2019,11,November,November-2019,6692,0,49,,
B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,2022,2,February,February-2022,41,0,1,,
B02903,JFK LUXURY LIMOUSINE INC,,2020,2,February,February-2020,473,0,16,,
B01854,EUROPE LIMOUSINE SERVICE INC,,2021,11,November,November-2021,1534,0,131,,
B03041,PUEBLA CITY INC.,,2021,11,November,November-2021,1770,0,12,,
B03280,ARMONY TRANSPORTATION INC.,,2021,1,January,January-2021,340,0,20,,
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2022,3,March,March-2022,463,0,158,,
B01259,THE NEW BROOKLYN C/S INC,,2018,9,September,September-2018,14235,0,55,,
B01998,FIRST CORPORATE SEDANS INC.,,2016,4,April,April-2016,11504,0,304,,
B02760,VISMAR RADIO DISPATCH INC.,,2021,5,May,May-2021,109,0,3,,
B00334,DO MAX CORP.,HIGH BRIDGE C/S,2015,7,July,July-2015,3933,0,47,,
B00811,LLAMA LIMO C/S CORP,METROGREEN CAR SERVICE,2022,1,January,January-2022,514,0,10,,
B02334,"GROUND TRAVEL SERVICES II, LTD.",GTS,2016,5,May,May-2016,849,0,25,,
B01727,"CHAUFFEUR SERVICES, INC.",NICE GUYS LIMO,2016,2,February,February-2016,106,0,6,,
B02424,FRIENDLY RIDE INC,,2017,4,April,April-2017,631,0,36,,
B02424,FRIENDLY RIDE INC,,2019,7,July,July-2019,388,0,24,,
B01913,MIRAGE LIMOUSINE SERVICE INC,,2018,3,March,March-2018,834,0,23,,
B01949,FIRST CLASS OF NEW YORK INC.,NEW YORK FIRST CLASS,2017,4,April,April-2017,1013,0,56,,
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2018,8,August,August-2018,809,0,6,,
B01699,DT BROOKLYN CAR AND LIMO SVC. INC.,FIVE BOROUGHS CAR SERVICE,2017,4,April,April-2017,181,0,4,,
B01800,EMPIRE INTERNATIONAL LTD.,,2018,12,December,December-2018,8157,0,283,,
B00350,CHAMPION CAR & LIMO SVC. INC.,,2019,11,November,November-2019,5633,0,41,,
B02799,CHURCH AVENUE EXPRESS INC,,2022,1,January,January-2022,48293,0,219,,
B02133,"TWR CAR & LIMO, INC.",,2018,1,January,January-2018,12664,0,158,,
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2021,6,June,June-2021,30061,0,148,,
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2021,10,October,October-2021,966,0,187,,
B03129,PHASE ONE TRANSPORT INC.,,2019,3,March,March-2019,14,0,2,,
B02860,EVERY WHERE LIMO SERVICE INC.,,2021,11,November,November-2021,208,0,12,,
B02643,LORY CAR SERVICE CORP.,,2019,8,August,August-2019,529,0,9,,
B02727,OSCAR LIMOUSINE INC,,2017,10,October,October-2017,198,0,6,,
B02462,TIFFANY'S CAR SERVICE INC.,,2017,1,January,January-2017,1577,0,20,,
B03031,ALLIANCE LIMOUSINE INC,,2018,8,August,August-2018,139,0,12,,
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2016,1,January,January-2016,32635,0,589,,
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2016,6,June,June-2016,175,0,7,,
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2016,1,January,January-2016,2802,0,58,,
B02285,"VALERA GLOBAL, INC.",,2018,7,July,July-2018,2810,0,74,,
B00948,510 CAR SERVICE CORP,,2017,3,March,March-2017,21822,0,101,,
B02552,INTERSTATE LUXURY LIMOUSINES INC.,,2018,9,September,September-2018,106,0,6,,
B02731,EMES OF BOROPARK CAR SERVICE INC,,2018,12,December,December-2018,536,0,4,,
B01389,METRO LUXURY INC,,2015,7,July,July-2015,875,0,15,,
B02811,M.L TRIPS CORP.,,2021,9,September,September-2021,472,0,18,,
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2021,11,November,November-2021,25346,0,328,,
B00965,BEN JEVO MGT. INC.,NEWPORT CAR SERVICE,2017,11,November,November-2017,13165,0,60,,
B00131,NEW MEXICANA CAR SERVICE II INC.,AZTECA EXPRESS,2017,4,April,April-2017,909,0,8,,
B01118,INTERNATIONAL CAR SERVICE INC.,,2021,8,August,August-2021,3659,0,27,,
B00597,WAKEFIELD LSG MAINT CORP,,2016,3,March,March-2016,2231,0,10,,
B02846,DLS TRANSPORTATION CORP.,,2017,9,September,September-2017,889,0,17,,
B00037,TRANSP UNLIMITED C/S,,2017,1,January,January-2017,9441,0,42,,
B01343,ALL PEOPLE CAR SERVICE INC.,,2019,6,June,June-2019,842,0,6,,
B01998,FIRST CORPORATE SEDANS INC.,,2017,2,February,February-2017,7879,0,281,,
B00272,BIG APPLE CAR INC,,2015,6,June,June-2015,8310,0,181,,
B02825,GUADALUPANA II CAR & LIMO INC,,2016,10,October,October-2016,1885,0,8,,
B02799,CHURCH AVENUE EXPRESS INC,,2018,12,December,December-2018,2543,0,10,,
B02306,ACCUELIMO LUXURY LLC,,2015,5,May,May-2015,3437,0,26,,
B01231,GO CAR CORP.,,2015,11,November,November-2015,9758,0,60,,
B01970,GRAFE STREET SERVICE CORP.,,2021,10,October,October-2021,170,0,5,,
B02037,KINGSDALE DISPATCH INC,,2019,4,April,April-2019,1392,0,11,,
B01420,A.M.N. MANAGEMENT INC.,ALWAYS READY C/S,2020,1,January,January-2020,82,0,4,,
B01721,W.K. CAR & LIMO SERVICE INC,,2018,11,November,November-2018,4074,0,26,,
B03028,CASTILLO CAR & LIMO INC,,2020,11,November,November-2020,682,0,4,,
B02060,AMERICAN LIMOUSINE LLC,RMA WORLDWIDE CHAUFFEUR SERVICE,2021,11,November,November-2021,513,0,31,,
B02418,PLUSH SERVICES CORP,,2022,3,March,March-2022,521,0,7,,
B02391,"BAYRIDGE EXPRESS, INC",,2021,5,May,May-2021,350,0,3,,
B01479,PRATT CAR SERVICE INC,,2017,7,July,July-2017,911,0,6,,
B01056,UNITY CAR & LIMO INC.,,2017,3,March,March-2017,6901,0,24,,
B02769,MAVROS TRANSPORTATION INC,,2021,2,February,February-2021,1001,0,10,,
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2018,5,May,May-2018,3451,0,14,,
B02472,NEW BUSHWICK LUXURY INC.,,2017,7,July,July-2017,9430,0,56,,
B02848,V R WORLDWIDE INC,,2016,9,September,September-2016,59,0,5,,
B01800,EMPIRE INTERNATIONAL LTD.,,2017,5,May,May-2017,11381,0,306,,
B03096,QUDOS FLEET NEW YORK 1 LLC,,2019,4,April,April-2019,13,0,7,,
B03030,Q-FIRST LIMOUSINE CORP.,,2021,3,March,March-2021,55,0,2,,
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,LLC.",,2021,2,February,February-2021,48,0,5,,
B00746,BAMADU CAR SVCE,,2019,7,July,July-2019,157,0,7,,
B02723,CHARLIE BLACK CAR INC.,,2017,6,June,June-2017,5217,0,135,,
B02760,VISMAR RADIO DISPATCH INC.,,2016,8,August,August-2016,104,0,5,,
B00448,DIAL CAR INC.,,2017,10,October,October-2017,7968,0,177,,
B02111,HUANG HOU CAR SERVICES INC.,HUANG HOU CAR SERVICES INC.,2015,3,March,March-2015,31196,0,125,,
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2018,10,October,October-2018,1665,0,11,,
B00346,MERRICK C/S INC,,2018,2,February,February-2018,98,0,6,,
B01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,2017,7,July,July-2017,1425,0,7,,
B03173,ABIAN TRANSPORTATION INC.,,2020,11,November,November-2020,318,0,15,,
B00277,ALL CITY CORP TRANS INC,,2015,3,March,March-2015,3738,0,59,,
B01088,PAISA 2 CAR  AND LIMOUSINE SERVICE INC,,2016,4,April,April-2016,77,0,4,,
B02767,KISMET INTERNATIONAL INC.,,2015,12,December,December-2015,709,0,11,,
B01537,S.I. SPEED INC.,,2020,7,July,July-2020,1040,0,3,,
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2018,7,July,July-2018,418,0,2,,
B03022,BLACK CAR EXPRESS.COM CORP,,2019,3,March,March-2019,236,0,6,,
B00429,SURF CAR SYSTEMS INC,,2018,5,May,May-2018,2376,0,22,,
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2016,9,September,September-2016,2555,0,55,,
B02658,ASCONA CAR SERVICE INC.,,2018,5,May,May-2018,1613,0,10,,
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2020,4,April,April-2020,565,0,11,,
B02148,MAVRIK TRANS INC.,,2018,2,February,February-2018,426,0,28,,
b01420,A.M.N. MANAGEMENT INC.,ALWAYS READY C/S,2018,9,September,September-2018,969,0,8,,
B03047,"STS LUXURY, INC",,2019,10,October,October-2019,4837,0,57,,
B02963,GULF LUXURY INC,,2018,11,November,November-2018,291,0,5,,
B03375,MDM TRANSPORTATION CORP II,,2021,12,December,December-2021,68,0,9,,
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,2017,3,March,March-2017,7,0,4,,
B01190,NEW BELL CAR SERVICE CORP,,2018,5,May,May-2018,4746,0,24,,
B00013,LOVE CORPORATE CAR INC,,2017,11,November,November-2017,4288,0,112,,
B01710,"79 MASADA III, INC.",MASADA III,2021,4,April,April-2021,8701,0,36,,
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2020,7,July,July-2020,33,0,6,,
B01663,CIBAO RADIO DISPATCH,,2018,3,March,March-2018,8977,0,54,,
B02462,TIFFANY'S CAR SERVICE INC.,,2020,6,June,June-2020,41,0,2,,
B01629,BBA MANAGEMENT INC.,UNITED CAR & LIMO SERVICE,2017,8,August,August-2017,1210,0,4,,
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2016,11,November,November-2016,4665,0,89,,
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2017,9,September,September-2017,5521,0,105,,
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2018,12,December,December-2018,1062,0,14,,
B01328,DV LUXURY CAR SERVICE INC,RIDE SAFE CAR SERVICE,2019,9,September,September-2019,4085,0,59,,
B02003,"AVALON CORPORATE CAR,INC.",,2015,1,January,January-2015,4734,0,107,,
B00937,RIVERSIDE RADIO DISPATCHER,,2021,4,April,April-2021,12584,0,71,,
B03117,RELY-ON-US CAR SERVICE INC,,2020,8,August,August-2020,192,0,3,,
B01678,"G.T.N.Y. CAR SERVICE, INC.",,2021,10,October,October-2021,1300,0,19,,
B02424,FRIENDLY RIDE INC,,2022,3,March,March-2022,451,0,12,,
B00619,"HOLA CAR SERVICE,INC.",,2016,1,January,January-2016,756,0,7,,
B02947,"ONIX TRANSPORTATION, INC",,2022,1,January,January-2022,2602,0,27,,
B01364,NY ATLIXCO CAR SERVICE INC,,2022,3,March,March-2022,1434,0,8,,
B02107,APOLLO RADIO DISPATCH INC.,,2021,4,April,April-2021,4758,0,39,,
B03242,U1ST TRANSPORTATION SERVICES LLC,,2020,3,March,March-2020,171,0,4,,
B00318,APPLE RADIO CARS INC,,2020,1,January,January-2020,3285,0,40,,
B00860,SEAMAN RADIO DISPATCHERS INC,,2021,3,March,March-2021,7059,0,45,,
B01984,NY 88 EXPRESS CORP.,,2018,11,November,November-2018,26831,0,134,,
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2017,3,March,March-2017,3499,0,20,,
B03202,JUPITER SELECT LLC,,2020,12,December,December-2020,557,0,8,,
B02207,"EASTERN LUXURY, INC.",,2020,1,January,January-2020,14,0,12,,
B02956,W.K.EXPRESS LIMO SERVICE INC,,2017,2,February,February-2017,47,0,10,,
B02736,TRINITY CAR SERVICE INC,,2020,4,April,April-2020,290,0,6,,
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2021,1,January,January-2021,3245,0,77,,
B01467,NEW EXPERIENCE #1 INC,,2020,2,February,February-2020,5584,0,44,,
B02715,GROUNDANYWHERE LLC,,2019,1,January,January-2019,12831,0,557,,
B03282,HOLY TRANSPORTATION CORP.,,2021,6,June,June-2021,848,0,23,,
B01871,"ALPINE LIMOUSINE SERVICE, INC.",,2018,1,January,January-2018,3361,0,95,,
B02517,LOS PAISANOS LUXURY C/S INC.,,2021,7,July,July-2021,98,0,3,,
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2021,5,May,May-2021,359,0,88,,
B02925,SIGNATURE BLACK CAR LLC,,2019,5,May,May-2019,489,0,18,,
B02243,BARONAS LUXURY II INC,,2019,1,January,January-2019,7176,0,72,,
B01452,AREAS TRANSP INC,,2020,6,June,June-2020,1125,0,9,,
B02717,ZOOM CAR SERVICE INC.,,2018,6,June,June-2018,646,0,3,,
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2016,9,September,September-2016,2232,0,12,,
B03140,RISE AND SHINE TRANSPORTATION INC.,,2020,10,October,October-2020,163,0,2,,
B02303,MINEOLA TRANSPORTATION INC.,,2017,9,September,September-2017,126,0,2,,
B03276,510 BLACK CAR CORP.,,2021,6,June,June-2021,1090,0,9,,
b01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2015,10,October,October-2015,3128,0,10,,
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,,2019,7,July,July-2019,1187,0,4,,
B03032,A & S LIMOUSINE SERVICE CORP,,2017,11,November,November-2017,2321,0,14,,
B00131,NEW MEXICANA CAR SERVICE II INC.,AZTECA EXPRESS,2015,12,December,December-2015,1936,0,9,,
B02217,PCS LIMOUSINE INC.,,2020,8,August,August-2020,2,0,1,,
B01312,BROOKLYN RAD DISP INC,,2015,3,March,March-2015,28626,0,157,,
B02245,OCEANA CAR AND LIMO,,2017,11,November,November-2017,4053,0,14,,
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2015,11,November,November-2015,61270,0,702,,
B02339,SEDANZ INC.,,2020,6,June,June-2020,26,0,4,,
B03125,SIMPLE CARS LLC.,,2019,6,June,June-2019,243,0,3,,
B02634,VETERANS RADIO DISPATCHER CORP.,,2019,8,August,August-2019,5590,0,35,,
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2020,5,May,May-2020,585,0,6,,
B02107,APOLLO RADIO DISPATCH INC.,,2018,4,April,April-2018,8858,0,65,,
B03211,GREENLIGHT TRANSPORTATION SERVICE,,2020,8,August,August-2020,50,0,1,,
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2020,1,January,January-2020,528,0,13,,
B01061,DAT RADIO DISP INC,,2019,1,January,January-2019,31317,0,138,,
B01215,ECUADOOR CORP,,2017,9,September,September-2017,12987,0,57,,
B03327,DAHLIA TRANSPORTATION CORP.,,2021,5,May,May-2021,82,0,2,,
B01626,LA NUEVA QUISQUEYA C/S INC,,2016,2,February,February-2016,46254,0,173,,
B02901,GALLANT LUXURY SERVICE CORP.,,2021,6,June,June-2021,415,0,4,,
B01963,AFRO CAR SERVICE CORP,,2017,5,May,May-2017,2768,0,26,,
B03092,USA LIMOUSINE SERVICE CORP,VPZ EXECUTIVE LIMO,2018,8,August,August-2018,975,0,14,,
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2017,12,December,December-2017,3716,0,79,,
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2015,9,September,September-2015,838,0,7,,
B02996,FOREVER BLUE CAR SERVICE INC.,,2017,1,January,January-2017,3036,0,14,,
B01196,DIPLO RAD DISP INC,,2016,1,January,January-2016,27010,0,194,,
B01928,DISCOVER LIMO INC,INFINITY LIMO,2015,9,September,September-2015,83,0,17,,
B02331,"CHICO EXPRESS LIMO, INC.",,2021,9,September,September-2021,1407,0,5,,
B00477,INTA-BORO ACRES INC,,2015,6,June,June-2015,13784,0,194,,
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2018,6,June,June-2018,1099,0,23,,
B02849,BROOKLYN RIDES CORP,,2020,12,December,December-2020,16041,0,109,,
B02819,FIVE STAR LUXURY INC.,,2020,12,December,December-2020,94,0,14,,
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2020,12,December,December-2020,614,0,109,,
B02160,"12TH STREET LUXURY CARS, INC.",,2015,7,July,July-2015,76,0,19,,
b00833,OMEGA CAR SERVICE INC.,,2020,12,December,December-2020,360,0,1,,
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2016,5,May,May-2016,9664,0,40,,
B02996,FOREVER BLUE CAR SERVICE INC.,,2018,2,February,February-2018,5710,0,30,,
B00225,DELANCEY TRANSPORTATION INC.,,2017,9,September,September-2017,1552,0,54,,
B01738,SAETA CAR SERVICE INC.,,2019,3,March,March-2019,608,0,14,,
B02061,ROYAL COACHMAN LTD.,,2016,9,September,September-2016,87,0,10,,
B01061,DAT RADIO DISP INC,,2017,12,December,December-2017,41137,0,160,,
B00255,CAUTIOUS CARS CORP,,2021,1,January,January-2021,22,0,2,,
B00653,ROYAL CAR & LIMO SERVICE INC.,,2020,1,January,January-2020,605,0,8,,
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2018,12,December,December-2018,208,0,12,,
B02163,JUNIORS EXPRESS CAR SERVICE INC.,,2020,6,June,June-2020,1010,0,5,,
B02838,THA MAYA CAR SERVICE INC,,2019,10,October,October-2019,1071,0,9,,
B01846,ROMANTIQUE LIMOUSINE INC.,,2021,3,March,March-2021,30,0,9,,
B02751,RELIANCE GROUP INC,,2021,9,September,September-2021,85,0,3,,
B01663,CIBAO RADIO DISPATCH,,2016,2,February,February-2016,20546,0,124,,
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2021,11,November,November-2021,770,0,10,,
b02346,PIA CAR LIMO. INC.,,2017,5,May,May-2017,133,0,4,,
B02767,KISMET INTERNATIONAL INC.,,2017,12,December,December-2017,101,0,9,,
B03286,"MITA LIMOUSINE, INC.",,2021,6,June,June-2021,192,0,9,,
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2019,1,January,January-2019,1644,0,6,,
B02148,MAVRIK TRANS INC.,,2017,9,September,September-2017,505,0,32,,
B01498,MEGA CAR SVCE CORP,,2016,6,June,June-2016,9533,0,39,,
B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,LLC.",,2020,3,March,March-2020,801,0,89,,
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2019,9,September,September-2019,81,0,6,,
B00608,SUMMIT CORPORATE CAR INC.,,2016,1,January,January-2016,2611,0,46,,
B02163,JUNIORS EXPRESS CAR SERVICE INC.,,2015,11,November,November-2015,2628,0,20,,
B01938,"ALL STAR LIMOUSINE SERVICE, LTD.",,2020,2,February,February-2020,2177,0,52,,
B02951,"APPROACH QUALITY TRANSPORTATION, LLC",,2019,4,April,April-2019,198,0,5,,
B02670,STRIDE TRANSPORTATION INC.,,2017,9,September,September-2017,1224,0,52,,
B00254,XYZ TWO WAY RADIO,,2018,12,December,December-2018,12511,0,223,,
